instansi,bagian,uraian,program,kegiatan,sub_kegiatan,sub_rincian,Cluster
badan kesatuan bangsa politik,bidang angkutan,belanja alat bahan kegiatan kantor kertas cover,program pencatatan sipil,administrasi perangkat daerah,fasilitasi kunjungan tamu,belanja alat bahan kegiatan kantorbahan komputer,2
